geneId	chromosome	geneStart	geneEnd	unique	genomeId2	geneIdG2	chromosomeG2	geneStartG2	geneEndG2	type
Bradi1g00370.v3.1	Bd1	305885	309062	N	1	Bradi1g00370.v3.1	Bd1	305885	309062	L
Bradi1g00370.v3.1	Bd1	305885	309062	N	1	Bradi5g27695.v3.1	Bd5	28557026	28560966	M
Bradi1g00381.v3.1	Bd1	309496	311896	N	1	Bradi5g27691.v3.1	Bd5	28552982	28555618	M
Bradi1g00381.v3.1	Bd1	309496	311896	N	1	Bradi1g00381.v3.1	Bd1	309496	311896	L
Bradi1g00385.v3.1	Bd1	317953	319587	Y	1	Bradi1g00385.v3.1	Bd1	317953	319587	L
Bradi1g00390.v3.1	Bd1	324023	328794	Y	1	Bradi1g00390.v3.1	Bd1	324023	328794	L
Bradi1g00400.v3.1	Bd1	334436	335533	Y	1	Bradi1g00400.v3.1	Bd1	334436	335533	L
Bradi1g00410.v3.1	Bd1	337330	342157	Y	1	Bradi1g00410.v3.1	Bd1	339650	342157	U
Bradi1g00405.v3.1	Bd1	338151	338436	Y	1	Bradi1g00405.v3.1	Bd1	338151	338436	L
Bradi1g00410.v3.1	Bd1	339650	342157	Y	1	Bradi1g00410.v3.1	Bd1	339650	342157	L
Bradi1g00412.v3.1	Bd1	343680	345106	Y	1	Bradi1g00412.v3.1	Bd1	343680	345106	L
Bradi1g00413.v3.1	Bd1	367000	367390	Y	1	Bradi1g00413.v3.1	Bd1	367000	367390	L
Bradi1g00415.v3.1	Bd1	368582	370509	Y	1	Bradi1g00415.v3.1	Bd1	368582	370509	L
Bradi1g00417.v3.1	Bd1	371191	374596	N	1	Bradi1g00417.v3.1	Bd1	371191	374596	L
Bradi1g00417.v3.1	Bd1	371191	374596	N	1	Bradi1g05217.v3.1	Bd1	3518991	3521045	M
Bradi1g00427.v3.1	Bd1	373903	379261	N	1	Bradi1g00427.v3.1	Bd1	373903	379261	L
Bradi1g00427.v3.1	Bd1	373903	379261	N	1	Bradi2g36360.v3.1	Bd2	36465096	36471113	M
Bradi1g00427.v3.1	Bd1	373903	379261	N	1	Bradi1g78740.v3.1	Bd1	74870863	74877009	M
Bradi1g00438.v3.1	Bd1	382693	383274	Y	1	Bradi1g00438.v3.1	Bd1	382693	383274	L
Bradi1g00450.v3.1	Bd1	383644	387490	Y	1	Bradi1g00450.v3.1	Bd1	383644	387490	L
Bradi1g00455.v3.1	Bd1	387573	387896	Y	1	Bradi1g00455.v3.1	Bd1	387573	387896	L
Bradi1g00460.v3.1	Bd1	388087	396326	Y	1	Bradi1g00460.v3.1	Bd1	388087	396326	L
Bradi1g00470.v3.1	Bd1	399198	402567	Y	1	Bradi1g00470.v3.1	Bd1	399198	402567	L
Bradi1g00480.v3.1	Bd1	401396	408731	Y	1	Bradi1g00480.v3.1	Bd1	401396	408731	L
Bradi1g00482.v3.1	Bd1	407259	409082	Y	1	Bradi1g00482.v3.1	Bd1	407259	409082	L
Bradi1g00485.v3.1	Bd1	409302	411466	Y	1	Bradi1g00485.v3.1	Bd1	409302	411466	L
Bradi1g00491.v3.1	Bd1	411876	413809	Y	1	Bradi1g00491.v3.1	Bd1	411876	413809	L
Bradi1g00497.v3.1	Bd1	414284	416254	Y	1	Bradi1g00497.v3.1	Bd1	414284	416254	L
Bradi1g00510.v3.1	Bd1	420714	423380	Y	1	Bradi1g00510.v3.1	Bd1	420714	423380	L
Bradi1g00517.v3.1	Bd1	423664	429290	Y	1	Bradi1g00517.v3.1	Bd1	423664	429290	L
Bradi1g00530.v3.1	Bd1	431492	436147	Y	1	Bradi1g00530.v3.1	Bd1	431492	436147	L
Bradi1g00535.v3.1	Bd1	437118	437478	Y	1	Bradi1g00535.v3.1	Bd1	437118	437478	L
Bradi1g00540.v3.1	Bd1	438650	440537	Y	1	Bradi1g00540.v3.1	Bd1	438650	440537	L
Bradi1g00552.v3.1	Bd1	440975	442208	Y	1	Bradi1g00552.v3.1	Bd1	440975	442208	L
Bradi1g00560.v3.1	Bd1	443406	451229	Y	1	Bradi1g00560.v3.1	Bd1	443406	451229	L
Bradi1g00563.v3.1	Bd1	450184	454029	Y	1	Bradi1g00563.v3.1	Bd1	450184	454029	L
Bradi1g00567.v3.1	Bd1	453524	460935	Y	1	Bradi1g00567.v3.1	Bd1	453524	460935	L
Bradi1g00580.v3.1	Bd1	461063	467208	Y	1	Bradi1g00580.v3.1	Bd1	461063	467208	L
Bradi1g00587.v3.1	Bd1	468815	472049	Y	1	Bradi1g00587.v3.1	Bd1	468815	472049	L
Bradi1g00600.v3.1	Bd1	479483	480393	Y	1	Bradi1g00600.v3.1	Bd1	479483	480393	L
Bradi1g00607.v3.1	Bd1	482858	497592	Y	1	Bradi1g00607.v3.1	Bd1	482858	497592	L
Bradi1g00620.v3.1	Bd1	498552	500965	Y	1	Bradi1g00620.v3.1	Bd1	498552	500965	L
Bradi1g00625.v3.1	Bd1	500986	501500	Y	1	Bradi1g00625.v3.1	Bd1	500986	501500	L
Bradi1g00630.v3.1	Bd1	501413	501868	Y	1	Bradi1g00630.v3.1	Bd1	501413	501868	L
Bradi1g00642.v3.1	Bd1	505289	506860	Y	1	Bradi1g00642.v3.1	Bd1	505289	506860	L
Bradi1g00654.v3.1	Bd1	514295	517374	Y	1	Bradi1g00654.v3.1	Bd1	514295	517374	L
Bradi1g00666.v3.1	Bd1	519685	521001	Y	1	Bradi1g00666.v3.1	Bd1	519685	521001	L
Bradi1g00672.v3.1	Bd1	521910	523129	Y	1	Bradi1g00672.v3.1	Bd1	521910	523129	L
Bradi1g00678.v3.1	Bd1	523410	527774	Y	1	Bradi1g00678.v3.1	Bd1	523410	527774	L
Bradi1g00690.v3.1	Bd1	531773	534582	Y	1	Bradi1g00690.v3.1	Bd1	531773	534582	L
Bradi1g00700.v3.1	Bd1	539495	542936	Y	1	Bradi1g00700.v3.1	Bd1	539495	542936	L
Bradi1g00710.v3.1	Bd1	544048	547886	Y	1	Bradi1g00710.v3.1	Bd1	544048	547886	L
Bradi1g00720.v3.1	Bd1	549976	553622	Y	1	Bradi1g00720.v3.1	Bd1	549976	553622	L
Bradi1g00730.v3.1	Bd1	553623	558060	Y	1	Bradi1g00730.v3.1	Bd1	553623	558060	L
Bradi1g00740.v3.1	Bd1	555382	558935	Y	1	Bradi1g00740.v3.1	Bd1	555382	558935	L
Bradi1g00750.v3.1	Bd1	558959	562985	Y	1	Bradi1g00750.v3.1	Bd1	558959	562985	L
Bradi1g00760.v3.1	Bd1	561318	568725	Y	1	Bradi1g00760.v3.1	Bd1	561318	568725	L
Bradi1g00770.v3.1	Bd1	575434	577429	Y	1	Bradi1g00770.v3.1	Bd1	575434	577429	L
Bradi1g00780.v3.1	Bd1	577682	580146	Y	1	Bradi1g00780.v3.1	Bd1	577682	580146	L
Bradi1g00785.v3.1	Bd1	583153	584343	Y	1	Bradi1g00785.v3.1	Bd1	583153	584343	L
Bradi1g00790.v3.1	Bd1	584579	587011	Y	1	Bradi1g00790.v3.1	Bd1	584579	587011	L
Bradi1g00800.v3.1	Bd1	588393	589184	Y	1	Bradi1g00800.v3.1	Bd1	588393	589184	L
Bradi1g00807.v3.1	Bd1	589560	591125	Y	1	Bradi1g00807.v3.1	Bd1	589560	591125	L
Bradi1g00820.v3.1	Bd1	592289	596842	Y	1	Bradi1g00820.v3.1	Bd1	592289	596842	L
Bradi1g00830.v3.1	Bd1	598362	601522	Y	1	Bradi1g00830.v3.1	Bd1	598362	601522	L
Bradi1g00840.v3.1	Bd1	602264	604813	Y	1	Bradi1g00840.v3.1	Bd1	602264	604813	L
Bradi1g00847.v3.1	Bd1	607192	612781	Y	1	Bradi1g00847.v3.1	Bd1	607192	612781	L
Bradi1g00860.v3.1	Bd1	612932	617858	Y	1	Bradi1g00860.v3.1	Bd1	612932	617858	L
Bradi1g00867.v3.1	Bd1	618140	619397	Y	1	Bradi1g00867.v3.1	Bd1	618140	619397	L
Bradi1g00880.v3.1	Bd1	619805	620514	Y	1	Bradi1g00880.v3.1	Bd1	619805	620514	L
Bradi1g00887.v3.1	Bd1	622305	631400	Y	1	Bradi1g00887.v3.1	Bd1	622305	631400	L
Bradi1g00900.v3.1	Bd1	634306	635923	Y	1	Bradi1g00900.v3.1	Bd1	634306	635923	L
Bradi1g00910.v3.1	Bd1	637937	639167	Y	1	Bradi1g00910.v3.1	Bd1	637937	639167	L
Bradi1g00920.v3.1	Bd1	640349	641892	Y	1	Bradi1g00920.v3.1	Bd1	640349	641892	L
Bradi1g00931.v3.1	Bd1	643394	645937	Y	1	Bradi1g00931.v3.1	Bd1	643394	645937	L
Bradi1g00940.v3.1	Bd1	646179	649099	Y	1	Bradi1g00940.v3.1	Bd1	646179	649099	L
Bradi1g00950.v3.1	Bd1	656600	658270	Y	1	Bradi1g00950.v3.1	Bd1	656600	658270	L
Bradi1g00960.v3.1	Bd1	669405	676116	Y	1	Bradi1g00960.v3.1	Bd1	669405	676116	L
Bradi1g00970.v3.1	Bd1	679056	680154	Y	1	Bradi1g00970.v3.1	Bd1	679056	680154	L
Bradi1g00980.v3.1	Bd1	680155	681679	Y	1	Bradi1g00980.v3.1	Bd1	680155	681679	L
Bradi1g00990.v3.1	Bd1	682319	688605	Y	1	Bradi1g00990.v3.1	Bd1	682319	688605	L
Bradi1g01000.v3.1	Bd1	691230	693031	Y	1	Bradi1g01000.v3.1	Bd1	691230	693031	L
Bradi1g01007.v3.1	Bd1	693092	698995	Y	1	Bradi1g01007.v3.1	Bd1	693092	698995	L
Bradi1g01014.v3.1	Bd1	700230	702744	Y	1	Bradi1g01014.v3.1	Bd1	700230	702744	L
Bradi1g01021.v3.1	Bd1	703283	705388	Y	1	Bradi1g01021.v3.1	Bd1	703283	705388	L
Bradi1g01030.v3.1	Bd1	706242	706475	Y	1	Bradi1g01030.v3.1	Bd1	706242	706475	L
Bradi1g01040.v3.1	Bd1	707816	711036	Y	1	Bradi1g01040.v3.1	Bd1	707816	711036	L
Bradi1g01047.v3.1	Bd1	713452	716817	Y	1	Bradi1g01047.v3.1	Bd1	713452	716817	L
Bradi1g01058.v3.1	Bd1	719737	725698	Y	1	Bradi1g01058.v3.1	Bd1	719737	725698	L
Bradi1g01070.v3.1	Bd1	727408	730819	Y	1	Bradi1g01070.v3.1	Bd1	727408	730819	L
Bradi1g01075.v3.1	Bd1	732817	734224	Y	1	Bradi1g01075.v3.1	Bd1	732817	734224	L
Bradi1g01080.v3.1	Bd1	740665	741753	Y	1	Bradi1g01080.v3.1	Bd1	740665	741753	L
Bradi1g01090.v3.1	Bd1	742013	745799	Y	1	Bradi1g01090.v3.1	Bd1	742013	745799	L
Bradi1g01100.v3.1	Bd1	746635	749142	Y	1	Bradi1g01100.v3.1	Bd1	746635	749142	L
Bradi1g01110.v3.1	Bd1	749218	752955	Y	1	Bradi1g01110.v3.1	Bd1	749218	752955	L
Bradi1g01120.v3.1	Bd1	753254	753832	Y	1	Bradi1g01120.v3.1	Bd1	753254	753832	L
Bradi1g01130.v3.1	Bd1	755335	760135	Y	1	Bradi1g01130.v3.1	Bd1	755335	760135	L
Bradi1g01140.v3.1	Bd1	760615	764210	N	1	Bradi1g01140.v3.1	Bd1	760615	764210	L
Bradi1g01140.v3.1	Bd1	760615	764210	N	1	Bradi1g01200.v3.1	Bd1	801781	804949	M
Bradi1g01150.v3.1	Bd1	764552	765595	Y	1	Bradi1g01150.v3.1	Bd1	764552	765595	L
Bradi1g01160.v3.1	Bd1	767046	767879	Y	1	Bradi1g01160.v3.1	Bd1	767046	767879	L
Bradi1g01170.v3.1	Bd1	768229	774577	Y	1	Bradi1g01170.v3.1	Bd1	768229	774577	L
Bradi1g01172.v3.1	Bd1	775887	776658	Y	1	Bradi1g01172.v3.1	Bd1	775887	776658	L
Bradi1g01174.v3.1	Bd1	776733	784918	Y	1	Bradi1g01174.v3.1	Bd1	776733	784918	L
Bradi1g01176.v3.1	Bd1	792858	794197	Y	1	Bradi1g01176.v3.1	Bd1	792858	794197	L
Bradi1g01178.v3.1	Bd1	794481	795143	Y	1	Bradi1g01178.v3.1	Bd1	794481	795143	L
Bradi1g01180.v3.1	Bd1	795722	798444	Y	1	Bradi1g01180.v3.1	Bd1	795722	798444	L
Bradi1g01190.v3.1	Bd1	798964	801648	Y	1	Bradi1g01190.v3.1	Bd1	798964	801648	L
Bradi1g01200.v3.1	Bd1	801781	804949	N	1	Bradi1g01140.v3.1	Bd1	760615	764210	M
Bradi1g01200.v3.1	Bd1	801781	804949	N	1	Bradi1g01200.v3.1	Bd1	801781	804949	L
Bradi1g01210.v3.1	Bd1	811036	816766	Y	1	Bradi1g01210.v3.1	Bd1	811036	816766	L
Bradi1g01220.v3.1	Bd1	816341	820434	Y	1	Bradi1g01220.v3.1	Bd1	816341	820434	L
Bradi1g01227.v3.1	Bd1	822364	824746	Y	1	Bradi1g01227.v3.1	Bd1	822364	824746	L
Bradi1g01240.v3.1	Bd1	825502	827929	Y	1	Bradi1g01240.v3.1	Bd1	825502	827929	L
Bradi1g01250.v3.1	Bd1	828570	833505	Y	1	Bradi1g01250.v3.1	Bd1	828570	833505	L
Bradi1g01257.v3.1	Bd1	839943	845553	Y	1	Bradi1g01257.v3.1	Bd1	839943	845553	L
Bradi1g01270.v3.1	Bd1	846200	848336	Y	1	Bradi1g01270.v3.1	Bd1	846200	848336	L
Bradi1g01280.v3.1	Bd1	848982	852191	Y	1	Bradi1g01280.v3.1	Bd1	848982	852191	L
Bradi1g01290.v3.1	Bd1	852441	856401	Y	1	Bradi1g01290.v3.1	Bd1	852441	856401	L
Bradi1g01300.v3.1	Bd1	857957	863261	Y	1	Bradi1g01300.v3.1	Bd1	857957	863261	L
Bradi1g01305.v3.1	Bd1	860898	862209	Y	1	Bradi1g01305.v3.1	Bd1	860898	862209	L
Bradi1g01310.v3.1	Bd1	864424	865647	Y	1	Bradi1g01310.v3.1	Bd1	864424	865647	L
Bradi1g01320.v3.1	Bd1	865996	868033	Y	1	Bradi1g01320.v3.1	Bd1	865996	868033	L
Bradi1g01330.v3.1	Bd1	868188	870755	Y	1	Bradi1g01330.v3.1	Bd1	868188	870755	L
Bradi1g01332.v3.1	Bd1	871217	872423	Y	1	Bradi1g01332.v3.1	Bd1	871217	872423	L
Bradi1g01334.v3.1	Bd1	877766	878239	Y	1	Bradi1g01334.v3.1	Bd1	877766	878239	L
Bradi1g01336.v3.1	Bd1	878547	881628	Y	1	Bradi1g01336.v3.1	Bd1	878547	881628	L
Bradi1g01338.v3.1	Bd1	885572	886952	Y	1	Bradi1g01338.v3.1	Bd1	885572	886952	L
Bradi1g01342.v3.1	Bd1	889966	891495	Y	1	Bradi1g01342.v3.1	Bd1	889966	891495	L
Bradi1g01344.v3.1	Bd1	891613	892003	Y	1	Bradi1g01344.v3.1	Bd1	891613	892003	L
Bradi1g01350.v3.1	Bd1	899900	902127	Y	1	Bradi1g01350.v3.1	Bd1	899900	902127	L
Bradi1g01357.v3.1	Bd1	903249	906521	Y	1	Bradi1g01357.v3.1	Bd1	903249	906521	L
Bradi1g01363.v3.1	Bd1	910871	912658	Y	1	Bradi1g01363.v3.1	Bd1	910871	912658	L
Bradi1g01368.v3.1	Bd1	913633	915554	Y	1	Bradi1g01368.v3.1	Bd1	913633	915554	L
Bradi1g01374.v3.1	Bd1	917651	918630	Y	1	Bradi1g01374.v3.1	Bd1	917651	918630	L
Bradi1g01380.v3.1	Bd1	920555	923050	Y	1	Bradi1g01380.v3.1	Bd1	920555	923050	L
Bradi1g01387.v3.1	Bd1	925273	928930	Y	1	Bradi1g01387.v3.1	Bd1	925273	928930	L
Bradi1g01397.v3.1	Bd1	931286	932699	Y	1	Bradi1g01397.v3.1	Bd1	931286	932699	L
Bradi1g01407.v3.1	Bd1	932893	937489	Y	1	Bradi1g01407.v3.1	Bd1	932893	937489	L
Bradi1g01420.v3.1	Bd1	938059	943668	Y	1	Bradi1g01420.v3.1	Bd1	938059	943668	L
Bradi1g01432.v3.1	Bd1	944390	947544	Y	1	Bradi1g01432.v3.1	Bd1	944390	947544	L
Bradi1g01442.v3.1	Bd1	948184	951934	Y	1	Bradi1g01442.v3.1	Bd1	948184	951934	L
Bradi1g01450.v3.1	Bd1	952462	953701	Y	1	Bradi1g01450.v3.1	Bd1	952462	953701	L
Bradi1g01455.v3.1	Bd1	954996	956159	Y	1	Bradi1g01455.v3.1	Bd1	954996	956159	L
Bradi1g01460.v3.1	Bd1	956539	960050	Y	1	Bradi1g01460.v3.1	Bd1	956539	960050	L
Bradi1g01470.v3.1	Bd1	962122	964597	Y	1	Bradi1g01470.v3.1	Bd1	962122	964597	L
Bradi1g01480.v3.1	Bd1	965050	967021	Y	1	Bradi1g01480.v3.1	Bd1	965050	967021	L
Bradi1g01487.v3.1	Bd1	967956	973007	Y	1	Bradi1g01487.v3.1	Bd1	967956	973007	L
Bradi1g01500.v3.1	Bd1	973633	976014	Y	1	Bradi1g01500.v3.1	Bd1	973633	976014	L
Bradi1g01507.v3.1	Bd1	976392	981830	Y	1	Bradi1g01507.v3.1	Bd1	976392	981830	L
Bradi1g01520.v3.1	Bd1	982737	986616	Y	1	Bradi1g01520.v3.1	Bd1	982737	986616	L
Bradi1g01530.v3.1	Bd1	987671	991889	Y	1	Bradi1g01530.v3.1	Bd1	987671	991889	L
Bradi1g01541.v3.1	Bd1	998583	999376	Y	1	Bradi1g01541.v3.1	Bd1	998583	999376	L
Bradi1g01551.v3.1	Bd1	1008097	1017174	Y	1	Bradi1g01551.v3.1	Bd1	1008097	1017174	L
Bradi1g01560.v3.1	Bd1	1019698	1024225	N	1	Bradi1g01560.v3.1	Bd1	1019698	1024225	L
Bradi1g01560.v3.1	Bd1	1019698	1024225	N	1	Bradi1g17990.v3.1	Bd1	14536153	14540911	M
Bradi1g01570.v3.1	Bd1	1024264	1027134	Y	1	Bradi1g01570.v3.1	Bd1	1024264	1027134	L
Bradi1g01580.v3.1	Bd1	1027376	1031513	Y	1	Bradi1g01580.v3.1	Bd1	1027376	1031513	L
Bradi1g01590.v3.1	Bd1	1032611	1033916	Y	1	Bradi1g01590.v3.1	Bd1	1032611	1033916	L
Bradi1g01593.v3.1	Bd1	1037274	1039758	Y	1	Bradi1g01593.v3.1	Bd1	1037274	1039758	L
Bradi1g01594.v3.1	Bd1	1043656	1044570	Y	1	Bradi1g01594.v3.1	Bd1	1043656	1044570	L
Bradi1g01596.v3.1	Bd1	1045549	1047399	Y	1	Bradi1g01596.v3.1	Bd1	1045549	1047399	L
Bradi1g01598.v3.1	Bd1	1051297	1052457	Y	1	Bradi1g01598.v3.1	Bd1	1051297	1052457	L
Bradi1g01600.v3.1	Bd1	1053169	1055355	Y	1	Bradi1g01600.v3.1	Bd1	1053169	1055355	L
Bradi1g01610.v3.1	Bd1	1056419	1057262	Y	1	Bradi1g01610.v3.1	Bd1	1056419	1057262	L
Bradi1g01620.v3.1	Bd1	1058427	1060945	Y	1	Bradi1g01620.v3.1	Bd1	1058427	1060945	L
Bradi1g01630.v3.1	Bd1	1062149	1065021	Y	1	Bradi1g01630.v3.1	Bd1	1062149	1065021	L
Bradi1g01640.v3.1	Bd1	1065897	1073394	Y	1	Bradi1g01640.v3.1	Bd1	1065897	1073394	L
Bradi1g01645.v3.1	Bd1	1076581	1077351	Y	1	Bradi1g01645.v3.1	Bd1	1076581	1077351	L
Bradi1g01650.v3.1	Bd1	1079657	1083086	Y	1	Bradi1g01650.v3.1	Bd1	1079657	1083086	L
Bradi1g01656.v3.1	Bd1	1091204	1097487	Y	1	Bradi1g01656.v3.1	Bd1	1091204	1097487	L
Bradi1g01660.v3.1	Bd1	1097854	1099942	Y	1	Bradi1g01660.v3.1	Bd1	1097854	1099942	L
Bradi1g01670.v3.1	Bd1	1100720	1104741	Y	1	Bradi1g01670.v3.1	Bd1	1100720	1104741	L
Bradi1g01680.v3.1	Bd1	1105396	1106370	Y	1	Bradi1g01680.v3.1	Bd1	1105396	1106370	L
Bradi1g01683.v3.1	Bd1	1107065	1108147	N	1	Bradi1g01807.v3.1	Bd1	1214858	1215925	M
Bradi1g01683.v3.1	Bd1	1107065	1108147	N	1	Bradi1g01695.v3.1	Bd1	1128254	1129080	M
Bradi1g01683.v3.1	Bd1	1107065	1108147	N	1	Bradi1g01683.v3.1	Bd1	1107065	1108147	L
Bradi1g01686.v3.1	Bd1	1112468	1113564	Y	1	Bradi1g01686.v3.1	Bd1	1112468	1113564	L
Bradi1g01691.v3.1	Bd1	1113607	1115036	Y	1	Bradi1g01691.v3.1	Bd1	1113607	1115036	L
Bradi1g01692.v3.1	Bd1	1116544	1116756	N	1	Bradi1g05741.v3.1	Bd1	3899762	3901288	M
Bradi1g01692.v3.1	Bd1	1116544	1116756	N	1	Bradi1g01692.v3.1	Bd1	1116544	1116756	L
Bradi1g01692.v3.1	Bd1	1116544	1116756	N	1	Bradi1g05740.v3.1	Bd1	35950256	35953188	M
Bradi1g01692.v3.1	Bd1	1116544	1116756	N	1	Bradi3g27286.v3.1	Bd3	28005363	28006199	M
Bradi1g01692.v3.1	Bd1	1116544	1116756	N	1	Bradi5g23854.v3.1	Bd5	25813994	25815001	M
Bradi1g01693.v3.1	Bd1	1118254	1118853	Y	1	Bradi1g01693.v3.1	Bd1	1118254	1118853	L
Bradi1g01695.v3.1	Bd1	1128254	1129080	N	1	Bradi1g01807.v3.1	Bd1	1214858	1215925	M
Bradi1g01695.v3.1	Bd1	1128254	1129080	N	1	Bradi1g01695.v3.1	Bd1	1128254	1129080	L
Bradi1g01695.v3.1	Bd1	1128254	1129080	N	1	Bradi1g01683.v3.1	Bd1	1107065	1108147	M
Bradi1g01700.v3.1	Bd1	1129896	1132998	N	1	Bradi1g01700.v3.1	Bd1	1129896	1132998	L
Bradi1g01700.v3.1	Bd1	1129896	1132998	N	1	Bradi1g01805.v3.1	Bd1	1212476	1212973	M
Bradi1g01710.v3.1	Bd1	1133463	1137027	Y	1	Bradi1g01710.v3.1	Bd1	1133463	1137027	L
Bradi1g01715.v3.1	Bd1	1134047	1134374	Y	1	Bradi1g01715.v3.1	Bd1	1134047	1134374	L
Bradi1g01720.v3.1	Bd1	1137174	1140956	Y	1	Bradi1g01720.v3.1	Bd1	1137174	1140956	L
Bradi1g01730.v3.1	Bd1	1141859	1144955	Y	1	Bradi1g01730.v3.1	Bd1	1141859	1144955	L
Bradi1g01740.v3.1	Bd1	1144955	1150660	Y	1	Bradi1g01740.v3.1	Bd1	1144955	1150660	L
Bradi1g01750.v3.1	Bd1	1155723	1159564	Y	1	Bradi1g01750.v3.1	Bd1	1155723	1159564	L
Bradi1g01760.v3.1	Bd1	1163438	1165575	Y	1	Bradi1g01760.v3.1	Bd1	1163438	1165575	L
Bradi1g01770.v3.1	Bd1	1165634	1170098	N	1	Bradi1g01770.v3.1	Bd1	1165634	1170098	L
Bradi1g01770.v3.1	Bd1	1165634	1170098	N	1	Bradi1g71410.v3.1	Bd1	69626967	69636741	M
Bradi1g01780.v3.1	Bd1	1169269	1171420	Y	1	Bradi1g01780.v3.1	Bd1	1169269	1171420	L
Bradi1g01790.v3.1	Bd1	1172316	1177579	Y	1	Bradi1g01790.v3.1	Bd1	1172316	1177579	L
Bradi1g01795.v3.1	Bd1	1184062	1185225	Y	1	Bradi1g01795.v3.1	Bd1	1184062	1185225	L
