geneId	chromosome	geneStart	geneEnd	paralogId	paralogChr	paralogStart	paralogEnd
Bradi1g02580.v3.1	Bd1	1734971	1738522	Bradi4g00260.v3.1	Bd4	93552	95247
Bradi1g02580.v3.1	Bd1	1734971	1738522	Bradi2g39590.v3.1	Bd2	39506940	39510739
Bradi1g02580.v3.1	Bd1	1734971	1738522	Bradi3g30710.v3.1	Bd3	32636111	32639278
Bradi1g02580.v3.1	Bd1	1734971	1738522	Bradi4g41850.v3.1	Bd4	45756507	45759111
Bradi1g02580.v3.1	Bd1	1734971	1738522	Bradi1g10630.v3.1	Bd1	7688798	7691602
Bradi1g02640.v3.1	Bd1	1785864	1786796	Bradi1g02650.v3.1	Bd1	1794223	1795219
Bradi1g02645.v3.1	Bd1	1787132	1788186	Bradi4g06890.v3.1	Bd4	5747860	5748360
Bradi1g02650.v3.1	Bd1	1794223	1795219	Bradi1g02640.v3.1	Bd1	1785864	1786796
Bradi1g03142.v3.1	Bd1	2071538	2075379	Bradi1g03320.v3.1	Bd1	2183375	2185877
Bradi1g03185.v3.1	Bd1	2101948	2103349	Bradi1g03191.v3.1	Bd1	2105861	2106541
Bradi1g03191.v3.1	Bd1	2105861	2106541	Bradi1g03185.v3.1	Bd1	2101948	2103349
Bradi1g03320.v3.1	Bd1	2183375	2185877	Bradi1g03142.v3.1	Bd1	2071538	2075379
Bradi1g03480.v3.1	Bd1	2296951	2301298	Bradi1g03486.v3.1	Bd1	2313430	2314561
Bradi1g03483.v3.1	Bd1	2301877	2302026	Bradi1g03530.v3.1	Bd1	2340021	2345751
Bradi1g03486.v3.1	Bd1	2313430	2314561	Bradi1g03480.v3.1	Bd1	2296951	2301298
Bradi1g03530.v3.1	Bd1	2340021	2345751	Bradi1g03483.v3.1	Bd1	2301877	2302026
Bradi1g03700.v3.1	Bd1	2490935	2494181	Bradi2g54600.v3.1	Bd2	53246759	53248983
Bradi1g03700.v3.1	Bd1	2490935	2494181	Bradi2g23260.v3.1	Bd2	20792048	20794136
Bradi1g03720.v3.1	Bd1	2509979	2514089	Bradi4g04220.v3.1	Bd4	3416511	3420431
Bradi1g03720.v3.1	Bd1	2509979	2514089	Bradi2g54570.v3.1	Bd2	53215909	53219322
Bradi1g03720.v3.1	Bd1	2509979	2514089	Bradi2g23250.v3.1	Bd2	20785428	20789075
Bradi1g03820.v3.1	Bd1	2556212	2558907	Bradi2g54460.v3.1	Bd2	53158126	53162308
Bradi1g03820.v3.1	Bd1	2556212	2558907	Bradi2g23120.v3.1	Bd2	20680072	20683361
Bradi1g03925.v3.1	Bd1	2630671	2631780	Bradi5g23839.v3.1	Bd5	25808010	25809286
Bradi1g03925.v3.1	Bd1	2630671	2631780	Bradi2g20961.v3.1	Bd2	18358772	18359476
Bradi1g03925.v3.1	Bd1	2630671	2631780	Bradi2g13102.v3.1	Bd2	11508933	11509412
Bradi1g03925.v3.1	Bd1	2630671	2631780	Bradi1g39199.v3.1	Bd1	35931969	35932448
Bradi1g04055.v3.1	Bd1	2759904	2762198	Bradi1g61235.v3.1	Bd1	60847874	60849484
Bradi1g04125.v3.1	Bd1	2798128	2799237	Bradi1g74565.v3.1	Bd1	71999006	71999149
Bradi1g04125.v3.1	Bd1	2798128	2799237	Bradi3g55805.v3.1	Bd3	55673557	55673679
Bradi1g04125.v3.1	Bd1	2798128	2799237	Bradi4g44265.v3.1	Bd4	47687162	47687345
Bradi1g04160.v3.1	Bd1	2817667	2820055	Bradi3g38917.v3.1	Bd3	41118023	41121121
Bradi1g04160.v3.1	Bd1	2817667	2820055	Bradi2g53220.v3.1	Bd2	52167954	52170936
Bradi1g04220.v3.1	Bd1	2855933	2859783	Bradi1g53867.v3.1	Bd1	52454516	52457142
Bradi1g04220.v3.1	Bd1	2855933	2859783	Bradi1g53862.v3.1	Bd1	52447900	52452189
Bradi1g04220.v3.1	Bd1	2855933	2859783	Bradi2g53076.v3.1	Bd2	52080852	52083761
Bradi1g04220.v3.1	Bd1	2855933	2859783	Bradi2g53082.v3.1	Bd2	52084722	52087725
Bradi1g04220.v3.1	Bd1	2855933	2859783	Bradi4g43910.v3.1	Bd4	47424636	47427402
Bradi1g04226.v3.1	Bd1	2860576	2866698	Bradi1g14400.v3.1	Bd1	11328625	11334428
Bradi1g04240.v3.1	Bd1	2874191	2875062	Bradi1g04245.v3.1	Bd1	2876838	2877226
Bradi1g04245.v3.1	Bd1	2876838	2877226	Bradi1g04240.v3.1	Bd1	2874191	2875062
Bradi1g04610.v3.1	Bd1	3096498	3097721	Bradi1g04641.v3.1	Bd1	3110571	3112427
Bradi1g04625.v3.1	Bd1	3104970	3105260	Bradi1g47516.v3.1	Bd1	46239128	46240319
Bradi1g04641.v3.1	Bd1	3110571	3112427	Bradi1g04610.v3.1	Bd1	3096498	3097721
Bradi1g04660.v3.1	Bd1	3116696	3118606	Bradi1g54270.v3.1	Bd1	52836648	52839057
Bradi1g04820.v3.1	Bd1	3196812	3199597	Bradi2g27080.v3.1	Bd2	25819646	25823937
Bradi1g04850.v3.1	Bd1	3215955	3222205	Bradi1g73870.v3.1	Bd1	71459757	71464792
Bradi1g04850.v3.1	Bd1	3215955	3222205	Bradi4g34000.v3.1	Bd4	39578155	39583700
Bradi1g04950.v3.1	Bd1	3276900	3279610	Bradi5g20900.v3.1	Bd5	23839954	23842608
Bradi1g05030.v3.1	Bd1	3335948	3340152	Bradi1g54680.v3.1	Bd1	53193543	53196772
Bradi1g05050.v3.1	Bd1	3345737	3354023	Bradi2g50390.v3.1	Bd2	50068998	50075028
Bradi1g05210.v3.1	Bd1	3514908	3518257	Bradi1g32530.v3.1	Bd1	27998510	28004022
Bradi1g05217.v3.1	Bd1	3518991	3521045	Bradi1g00417.v3.1	Bd1	371191	374596
Bradi1g05306.v3.1	Bd1	3591248	3595740	Bradi2g10190.v3.1	Bd2	8386381	8390571
Bradi1g05360.v3.1	Bd1	3637930	3640766	Bradi1g34900.v3.1	Bd1	30569896	30573173
Bradi1g05585.v3.1	Bd1	3787499	3787777	Bradi2g59315.v3.1	Bd2	56851065	56851235
Bradi1g05670.v3.1	Bd1	3844879	3846987	Bradi1g55980.v3.1	Bd1	54877983	54880111
Bradi1g05715.v3.1	Bd1	3880431	3883104	Bradi4g23940.v3.1	Bd4	28742689	28743175
Bradi1g05715.v3.1	Bd1	3880431	3883104	Bradi1g05801.v3.1	Bd1	35971454	35973588
Bradi1g05715.v3.1	Bd1	3880431	3883104	Bradi3g27289.v3.1	Bd3	28008286	28008756
Bradi1g05715.v3.1	Bd1	3880431	3883104	Bradi4g37058.v3.1	Bd4	42197842	42198108
Bradi1g05715.v3.1	Bd1	3880431	3883104	Bradi4g17010.v3.1	Bd4	17900042	17900915
Bradi1g05721.v3.1	Bd1	3882538	3884253	Bradi3g27346.v3.1	Bd3	28040177	28041433
Bradi1g05721.v3.1	Bd1	3882538	3884253	Bradi1g05799.v3.1	Bd1	35969085	35971279
Bradi1g05724.v3.1	Bd1	3884600	3884947	Bradi3g27343.v3.1	Bd3	28039641	28039986
Bradi1g05724.v3.1	Bd1	3884600	3884947	Bradi3g18879.v3.1	Bd3	17503068	17503413
Bradi1g05724.v3.1	Bd1	3884600	3884947	Bradi1g05797.v3.1	Bd1	35968549	35968894
Bradi1g05728.v3.1	Bd1	3886485	3894522	Bradi1g39195.v3.1	Bd1	35905103	35914285
Bradi1g05728.v3.1	Bd1	3886485	3894522	Bradi5g23821.v3.1	Bd5	25785726	25790167
Bradi1g05731.v3.1	Bd1	3894534	3894812	Bradi1g05768.v3.1	Bd1	3910982	3912017
Bradi1g05731.v3.1	Bd1	3894534	3894812	Bradi2g41285.v3.1	Bd2	41302777	41303475
Bradi1g05731.v3.1	Bd1	3894534	3894812	Bradi3g04143.v3.1	Bd3	2838578	2838982
Bradi1g05731.v3.1	Bd1	3894534	3894812	Bradi1g05757.v3.1	Bd1	35954782	35956311
Bradi1g05735.v3.1	Bd1	3895700	3897896	Bradi5g09696.v3.1	Bd5	13145054	13145404
Bradi1g05735.v3.1	Bd1	3895700	3897896	Bradi1g65955.v3.1	Bd1	65061870	65062353
Bradi1g05735.v3.1	Bd1	3895700	3897896	Bradi1g05748.v3.1	Bd1	35953544	35953864
Bradi1g05739.v3.1	Bd1	3899173	3899668	Bradi5g09704.v3.1	Bd5	13145482	13145759
Bradi1g05739.v3.1	Bd1	3899173	3899668	Bradi1g05742.v3.1	Bd1	35953189	35953417
Bradi1g05741.v3.1	Bd1	3899762	3901288	Bradi4g17013.v3.1	Bd4	17901037	17901258
Bradi1g05741.v3.1	Bd1	3899762	3901288	Bradi1g01692.v3.1	Bd1	1116544	1116756
Bradi1g05741.v3.1	Bd1	3899762	3901288	Bradi1g05740.v3.1	Bd1	35950256	35953188
Bradi1g05741.v3.1	Bd1	3899762	3901288	Bradi5g09702.v3.1	Bd5	13145760	13147559
Bradi1g05741.v3.1	Bd1	3899762	3901288	Bradi3g23223.v3.1	Bd3	22762557	22762991
Bradi1g05741.v3.1	Bd1	3899762	3901288	Bradi3g27286.v3.1	Bd3	28005363	28006199
Bradi1g05741.v3.1	Bd1	3899762	3901288	Bradi5g23854.v3.1	Bd5	25813994	25815001
Bradi1g05743.v3.1	Bd1	3901801	3902567	Bradi5g23857.v3.1	Bd5	25815515	25816165
Bradi1g05743.v3.1	Bd1	3901801	3902567	Bradi1g05750.v3.1	Bd1	35950406	35951056
Bradi1g05746.v3.1	Bd1	3903277	3903833	Bradi3g10288.v3.1	Bd3	8487339	8487551
Bradi1g05746.v3.1	Bd1	3903277	3903833	Bradi4g17742.v3.1	Bd4	19645923	19646207
Bradi1g05747.v3.1	Bd1	3903912	3904403	Bradi2g59143.v3.1	Bd2	56718328	56719100
Bradi1g05747.v3.1	Bd1	3903912	3904403	Bradi4g17766.v3.1	Bd4	19646320	19646810
Bradi1g05747.v3.1	Bd1	3903912	3904403	Bradi5g23864.v3.1	Bd5	25817675	25817971
Bradi1g05747.v3.1	Bd1	3903912	3904403	Bradi1g05752.v3.1	Bd1	35945916	35950255
Bradi1g05749.v3.1	Bd1	3904712	3904912	Bradi1g39217.v3.1	Bd1	35947965	35948165
Bradi1g05749.v3.1	Bd1	3904712	3904912	Bradi4g17790.v3.1	Bd4	19647084	19647385
Bradi1g05749.v3.1	Bd1	3904712	3904912	Bradi5g13944.v3.1	Bd5	17533972	17535159
Bradi1g05756.v3.1	Bd1	3905454	3906064	Bradi2g13635.v3.1	Bd2	12100912	12101973
Bradi1g05760.v3.1	Bd1	3906264	3906554	Bradi5g06782.v3.1	Bd5	8935675	8936474
Bradi1g05760.v3.1	Bd1	3906264	3906554	Bradi2g03106.v3.1	Bd2	2237115	2237972
Bradi1g05762.v3.1	Bd1	3906865	3907293	Bradi4g16595.v3.1	Bd4	17425841	17426120
Bradi1g05764.v3.1	Bd1	3907544	3908086	Bradi1g46652.v3.1	Bd1	45326181	45326806
Bradi1g05766.v3.1	Bd1	3909556	3910080	Bradi1g05758.v3.1	Bd1	35956383	35956907
Bradi1g05766.v3.1	Bd1	3909556	3910080	Bradi3g27312.v3.1	Bd3	28025228	28025752
Bradi1g05768.v3.1	Bd1	3910982	3912017	Bradi2g41285.v3.1	Bd2	41302777	41303475
Bradi1g05768.v3.1	Bd1	3910982	3912017	Bradi3g27315.v3.1	Bd3	28026655	28027143
Bradi1g05768.v3.1	Bd1	3910982	3912017	Bradi3g04143.v3.1	Bd3	2838578	2838982
Bradi1g05768.v3.1	Bd1	3910982	3912017	Bradi1g05731.v3.1	Bd1	3894534	3894812
Bradi1g05768.v3.1	Bd1	3910982	3912017	Bradi1g05757.v3.1	Bd1	35954782	35956311
Bradi1g05805.v3.1	Bd1	3912940	3913929	Bradi3g27735.v3.1	Bd3	28521572	28521886
Bradi1g05805.v3.1	Bd1	3912940	3913929	Bradi1g39214.v3.1	Bd1	35946534	35946647
Bradi1g05805.v3.1	Bd1	3912940	3913929	Bradi4g17820.v3.1	Bd4	19648588	19648862
Bradi1g05805.v3.1	Bd1	3912940	3913929	Bradi5g23867.v3.1	Bd5	25818515	25819355
Bradi1g05805.v3.1	Bd1	3912940	3913929	Bradi1g39216.v3.1	Bd1	35947395	35947523
Bradi1g05805.v3.1	Bd1	3912940	3913929	Bradi1g67965.v3.1	Bd1	66739877	66740346
Bradi1g05775.v3.1	Bd1	3914103	3914216	Bradi3g03949.v3.1	Bd3	2689585	2689698
Bradi1g05779.v3.1	Bd1	3915473	3915993	Bradi3g03941.v3.1	Bd3	2687805	2687921
Bradi1g05779.v3.1	Bd1	3915473	3915993	Bradi1g39213.v3.1	Bd1	35944468	35944988
Bradi1g05779.v3.1	Bd1	3915473	3915993	Bradi5g23871.v3.1	Bd5	25820715	25821235
Bradi1g05779.v3.1	Bd1	3915473	3915993	Bradi3g03945.v3.1	Bd3	2688074	2688325
Bradi1g05779.v3.1	Bd1	3915473	3915993	Bradi3g27337.v3.1	Bd3	28035320	28035436
Bradi1g05781.v3.1	Bd1	3917079	3918050	Bradi1g39211.v3.1	Bd1	35941023	35948330
Bradi1g05781.v3.1	Bd1	3917079	3918050	Bradi3g20800.v3.1	Bd3	19828336	19829657
Bradi1g05781.v3.1	Bd1	3917079	3918050	Bradi3g17187.v3.1	Bd3	15308483	15309981
Bradi1g05781.v3.1	Bd1	3917079	3918050	Bradi2g13079.v3.1	Bd2	11497382	11499627
Bradi1g05781.v3.1	Bd1	3917079	3918050	Bradi3g27333.v3.1	Bd3	28033268	28034459
Bradi1g05783.v3.1	Bd1	3918202	3919080	Bradi2g21003.v3.1	Bd2	18368295	18368784
Bradi1g05783.v3.1	Bd1	3918202	3919080	Bradi1g45465.v3.1	Bd1	43827390	43827830
Bradi1g05783.v3.1	Bd1	3918202	3919080	Bradi3g17193.v3.1	Bd3	15310334	15310714
Bradi1g05783.v3.1	Bd1	3918202	3919080	Bradi3g27330.v3.1	Bd3	28032161	28033317
Bradi1g05783.v3.1	Bd1	3918202	3919080	Bradi2g13084.v3.1	Bd2	11499512	11499874
Bradi1g05783.v3.1	Bd1	3918202	3919080	Bradi1g39209.v3.1	Bd1	35941504	35942193
Bradi1g05785.v3.1	Bd1	3919383	3919964	Bradi1g39195.v3.1	Bd1	35905103	35914285
Bradi1g05785.v3.1	Bd1	3919383	3919964	Bradi5g23821.v3.1	Bd5	25785726	25790167
Bradi1g05788.v3.1	Bd1	3920033	3921009	Bradi5g23833.v3.1	Bd5	25790474	25791184
Bradi1g05788.v3.1	Bd1	3920033	3921009	Bradi1g39196.v3.1	Bd1	35913568	35914794
Bradi1g05788.v3.1	Bd1	3920033	3921009	Bradi3g04766.v3.1	Bd3	3279451	3279764
Bradi1g05790.v3.1	Bd1	3921232	3921924	Bradi5g23836.v3.1	Bd5	25791435	25792484
Bradi1g05790.v3.1	Bd1	3921232	3921924	Bradi2g11475.v3.1	Bd2	9747920	9748929
Bradi1g05790.v3.1	Bd1	3921232	3921924	Bradi1g39221.v3.1	Bd1	35914838	35915110
Bradi1g05790.v3.1	Bd1	3921232	3921924	Bradi3g33365.v3.1	Bd3	35485512	35485922
Bradi1g05807.v3.1	Bd1	3924970	3925362	Bradi3g18887.v3.1	Bd3	17506580	17507014
Bradi1g05807.v3.1	Bd1	3924970	3925362	Bradi1g32451.v3.1	Bd1	27888612	27889028
Bradi1g05807.v3.1	Bd1	3924970	3925362	Bradi2g30960.v3.1	Bd2	30455420	30455761
Bradi1g05807.v3.1	Bd1	3924970	3925362	Bradi4g19732.v3.1	Bd4	22571413	22572551
Bradi1g05808.v3.1	Bd1	3925947	3926444	Bradi5g10961.v3.1	Bd5	14610638	14611140
Bradi1g05808.v3.1	Bd1	3925947	3926444	Bradi1g71470.v3.1	Bd1	69688999	69689496
Bradi1g05808.v3.1	Bd1	3925947	3926444	Bradi4g08059.v3.1	Bd4	7051259	7051621
Bradi1g05808.v3.1	Bd1	3925947	3926444	Bradi4g08052.v3.1	Bd4	7048224	7049055
Bradi1g05792.v3.1	Bd1	3926473	3927232	Bradi4g19721.v3.1	Bd4	22570790	22571038
Bradi1g05792.v3.1	Bd1	3926473	3927232	Bradi5g10962.v3.1	Bd5	14611434	14611753
Bradi1g05792.v3.1	Bd1	3926473	3927232	Bradi1g05782.v3.1	Bd1	35963360	35963575
Bradi1g05792.v3.1	Bd1	3926473	3927232	Bradi1g71475.v3.1	Bd1	69689794	69690042
Bradi1g05794.v3.1	Bd1	3927064	3927513	Bradi1g05778.v3.1	Bd1	35962837	35963286
Bradi1g05796.v3.1	Bd1	3927570	3928289	Bradi3g27291.v3.1	Bd3	28020128	28020582
Bradi1g05796.v3.1	Bd1	3927570	3928289	Bradi1g05776.v3.1	Bd1	35961214	35965789
Bradi1g05980.v3.1	Bd1	4030069	4030702	Bradi2g23004.v3.1	Bd2	20571041	20571625
Bradi1g05980.v3.1	Bd1	4030069	4030702	Bradi4g06040.v3.1	Bd4	5002020	5002908
Bradi1g05980.v3.1	Bd1	4030069	4030702	Bradi1g68190.v3.1	Bd1	66920988	66923565
Bradi1g05980.v3.1	Bd1	4030069	4030702	Bradi5g19358.v3.1	Bd5	22519593	22520253
Bradi1g05980.v3.1	Bd1	4030069	4030702	Bradi5g19350.v3.1	Bd5	22517209	22517520
Bradi1g05980.v3.1	Bd1	4030069	4030702	Bradi2g22991.v3.1	Bd2	20562875	20564406
Bradi1g05980.v3.1	Bd1	4030069	4030702	Bradi3g51930.v3.1	Bd3	52672869	52673476
Bradi1g05980.v3.1	Bd1	4030069	4030702	Bradi4g30960.v3.1	Bd4	36626627	36627333
Bradi1g06010.v3.1	Bd1	4050220	4050860	Bradi1g06140.v3.1	Bd1	4118644	4119275
Bradi1g06020.v3.1	Bd1	4052709	4054629	Bradi1g06130.v3.1	Bd1	4115348	4115954
Bradi1g06090.v3.1	Bd1	4089794	4095087	Bradi1g56510.v3.1	Bd1	55302900	55308436
Bradi1g06090.v3.1	Bd1	4089794	4095087	Bradi2g33600.v3.1	Bd2	33487828	33493541
Bradi1g06130.v3.1	Bd1	4115348	4115954	Bradi1g06020.v3.1	Bd1	4052709	4054629
Bradi1g06140.v3.1	Bd1	4118644	4119275	Bradi1g06010.v3.1	Bd1	4050220	4050860
Bradi1g06220.v3.1	Bd1	4162801	4164993	Bradi5g14750.v3.1	Bd5	18317303	18319391
Bradi1g06366.v3.1	Bd1	4262521	4264856	Bradi5g15570.v3.1	Bd5	19075206	19077598
Bradi1g06520.v3.1	Bd1	4379338	4381623	Bradi1g53740.v3.1	Bd1	52219179	52221191
Bradi1g06800.v3.1	Bd1	4625584	4628582	Bradi1g32430.v3.1	Bd1	27830892	27833143
Bradi1g06800.v3.1	Bd1	4625584	4628582	Bradi1g78210.v3.1	Bd1	74506134	74508022
Bradi1g06800.v3.1	Bd1	4625584	4628582	Bradi3g05010.v3.1	Bd3	3482545	3485472
Bradi1g06800.v3.1	Bd1	4625584	4628582	Bradi2g25370.v3.1	Bd2	23287295	23290106
Bradi1g06800.v3.1	Bd1	4625584	4628582	Bradi2g10970.v3.1	Bd2	9193587	9197475
Bradi1g06800.v3.1	Bd1	4625584	4628582	Bradi2g21340.v3.1	Bd2	18702835	18706679
Bradi1g06800.v3.1	Bd1	4625584	4628582	Bradi1g13090.v3.1	Bd1	9914048	9917854
Bradi1g06800.v3.1	Bd1	4625584	4628582	Bradi2g52790.v3.1	Bd2	51833201	51836719
Bradi1g06851.v3.1	Bd1	4675908	4678051	Bradi1g06870.v3.1	Bd1	4748449	4751638
Bradi1g06851.v3.1	Bd1	4675908	4678051	Bradi1g06861.v3.1	Bd1	4687713	4690886
Bradi1g06851.v3.1	Bd1	4675908	4678051	Bradi1g65725.v3.1	Bd1	64875964	64878422
Bradi1g06851.v3.1	Bd1	4675908	4678051	Bradi0012s00100.v3.1	scaffold_12	173	2481
Bradi1g06851.v3.1	Bd1	4675908	4678051	Bradi4g12750.v3.1	Bd4	12871554	12875306
Bradi1g06861.v3.1	Bd1	4687713	4690886	Bradi1g06870.v3.1	Bd1	4748449	4751638
Bradi1g06861.v3.1	Bd1	4687713	4690886	Bradi1g65725.v3.1	Bd1	64875964	64878422
Bradi1g06861.v3.1	Bd1	4687713	4690886	Bradi1g06851.v3.1	Bd1	4675908	4678051
Bradi1g06861.v3.1	Bd1	4687713	4690886	Bradi0012s00100.v3.1	scaffold_12	173	2481
Bradi1g06861.v3.1	Bd1	4687713	4690886	Bradi4g12750.v3.1	Bd4	12871554	12875306
Bradi1g06870.v3.1	Bd1	4748449	4751638	Bradi1g06861.v3.1	Bd1	4687713	4690886
Bradi1g06870.v3.1	Bd1	4748449	4751638	Bradi1g65725.v3.1	Bd1	64875964	64878422
Bradi1g06870.v3.1	Bd1	4748449	4751638	Bradi1g06851.v3.1	Bd1	4675908	4678051
Bradi1g06870.v3.1	Bd1	4748449	4751638	Bradi0012s00100.v3.1	scaffold_12	173	2481
Bradi1g06870.v3.1	Bd1	4748449	4751638	Bradi4g12750.v3.1	Bd4	12871554	12875306
Bradi1g07020.v3.1	Bd1	4898404	4904349	Bradi1g57930.v3.1	Bd1	56931265	56936648
Bradi1g07160.v3.1	Bd1	4990400	4993179	Bradi1g23770.v3.1	Bd1	19158223	19161701
Bradi1g07160.v3.1	Bd1	4990400	4993179	Bradi1g10150.v3.1	Bd1	7315583	7319100
Bradi1g07210.v3.1	Bd1	5037735	5039375	Bradi4g12610.v3.1	Bd4	12675086	12677008
Bradi1g07210.v3.1	Bd1	5037735	5039375	Bradi4g06621.v3.1	Bd4	5546601	5548873
Bradi1g07400.v3.1	Bd1	5197599	5201048	Bradi5g24220.v3.1	Bd5	26109701	26113739
Bradi1g07410.v3.1	Bd1	5204947	5207282	Bradi5g24240.v3.1	Bd5	26133554	26137195
Bradi1g07562.v3.1	Bd1	5308643	5309128	Bradi3g23363.v3.1	Bd3	23000680	23004080
Bradi1g07562.v3.1	Bd1	5308643	5309128	Bradi4g42727.v3.1	Bd4	46577738	46580572
Bradi1g07611.v3.1	Bd1	5339247	5340601	Bradi3g18762.v3.1	Bd3	17385618	17390991
Bradi1g07670.v3.1	Bd1	5394284	5405536	Bradi2g00477.v3.1	Bd2	199311	208601
Bradi1g07670.v3.1	Bd1	5394284	5405536	Bradi2g00455.v3.1	Bd2	173053	173656
Bradi1g07810.v3.1	Bd1	5524673	5532395	Bradi1g59010.v3.1	Bd1	58330288	58334773
Bradi1g07890.v3.1	Bd1	5569937	5570830	Bradi1g07900.v3.1	Bd1	5571980	5572827
Bradi1g07900.v3.1	Bd1	5571980	5572827	Bradi1g07890.v3.1	Bd1	5569937	5570830
Bradi1g08020.v3.1	Bd1	5654980	5657627	Bradi2g04637.v3.1	Bd2	3262203	3264065
Bradi1g08120.v3.1	Bd1	5716866	5721144	Bradi1g10650.v3.1	Bd1	7708465	7711154
Bradi1g08130.v3.1	Bd1	5723870	5728729	Bradi1g08310.v3.1	Bd1	5830154	5836779
Bradi1g08250.v3.1	Bd1	5791598	5792167	Bradi3g29680.v3.1	Bd3	31469081	31469650
Bradi1g08250.v3.1	Bd1	5791598	5792167	Bradi1g63760.v3.1	Bd1	63191967	63192536
Bradi1g08250.v3.1	Bd1	5791598	5792167	Bradi3g29645.v3.1	Bd3	31458298	31458867
Bradi1g08250.v3.1	Bd1	5791598	5792167	Bradi3g29670.v3.1	Bd3	31467260	31467832
Bradi1g08260.v3.1	Bd1	5792998	5795423	Bradi1g59280.v3.1	Bd1	58601517	58604037
Bradi1g08310.v3.1	Bd1	5830154	5836779	Bradi1g08130.v3.1	Bd1	5723870	5728729
Bradi1g08333.v3.1	Bd1	5857305	5858370	Bradi4g27690.v3.1	Bd4	32741802	32743040
