geneId	chromosome	geneStart	geneEnd	unique	genomeId2	geneIdG2	chromosomeG2	geneStartG2	geneEndG2	type
C2_02100W_B	Ca22chr2B_C_albicans_SC5314	410201	415273	N	2	AT5G49700.TAIR10	Chr5	20192599	20193429	M
C2_02500W_B	Ca22chr2B_C_albicans_SC5314	501155	502924	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C2_03720W_B	Ca22chr2B_C_albicans_SC5314	789520	789843	N	2	AT2G42200.TAIR10	Chr2	17587407	17589630	M
C2_03720W_B	Ca22chr2B_C_albicans_SC5314	789520	789843	N	2	AT5G49120.TAIR10	Chr5	19908626	19909399	M
C2_03720W_B	Ca22chr2B_C_albicans_SC5314	789520	789843	N	2	AT4G17750.TAIR10	Chr4	9869818	9871603	M
C2_03720W_B	Ca22chr2B_C_albicans_SC5314	789520	789843	N	2	AT2G44340.TAIR10	Chr2	18314279	18314845	M
C2_04080W_B	Ca22chr2B_C_albicans_SC5314	858601	860679	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C2_04260W_B	Ca22chr2B_C_albicans_SC5314	893065	894888	N	2	AT2G44340.TAIR10	Chr2	18314279	18314845	U
C2_05090W_B	Ca22chr2B_C_albicans_SC5314	1052880	1055228	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C2_05910W_B	Ca22chr2B_C_albicans_SC5314	1208410	1210854	N	2	AT4G11430.TAIR10	Chr4	6952799	6954242	U
C2_08010W_B	Ca22chr2B_C_albicans_SC5314	1624672	1631274	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C2_08600W_B	Ca22chr2B_C_albicans_SC5314	1750018	1751076	N	2	AT1G55080.TAIR10	Chr1	20553011	20554254	M
C2_08600W_B	Ca22chr2B_C_albicans_SC5314	1750018	1751076	N	2	AT3G22930.TAIR10	Chr3	8124083	8125931	M
C2_08600W_B	Ca22chr2B_C_albicans_SC5314	1750018	1751076	N	2	AT5G49700.TAIR10	Chr5	20192599	20193429	M
C2_08630C_B	Ca22chr2B_C_albicans_SC5314	1755579	1756982	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C2_08730W_B	Ca22chr2B_C_albicans_SC5314	1774424	1776700	N	2	AT1G55080.TAIR10	Chr1	20553011	20554254	M
C2_08730W_B	Ca22chr2B_C_albicans_SC5314	1774424	1776700	N	2	AT3G22930.TAIR10	Chr3	8124083	8125931	M
C2_08730W_B	Ca22chr2B_C_albicans_SC5314	1774424	1776700	N	2	AT5G49700.TAIR10	Chr5	20192599	20193429	M
C2_10280C_B	Ca22chr2B_C_albicans_SC5314	2116869	2119097	N	2	AT1G55080.TAIR10	Chr1	20553011	20554254	M
C2_10280C_B	Ca22chr2B_C_albicans_SC5314	2116869	2119097	N	2	AT3G22930.TAIR10	Chr3	8124083	8125931	M
C3_02830W_A	Ca22chr3A_C_albicans_SC5314	612045	615218	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C3_03300C_A	Ca22chr3A_C_albicans_SC5314	696906	698273	N	2	AT4G11430.TAIR10	Chr4	6952799	6954242	U
C3_04990W_A	Ca22chr3A_C_albicans_SC5314	1073082	1074314	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C3_05970C_A	Ca22chr3A_C_albicans_SC5314	1343332	1344948	N	2	AT3G17160.TAIR10	Chr3	5852152	5853080	M
C3_05970C_A	Ca22chr3A_C_albicans_SC5314	1343332	1344948	N	2	AT1G48400.TAIR10	Chr1	17882136	17883855	M
C3_07070C_A	Ca22chr3A_C_albicans_SC5314	1617559	1618656	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT3G62250.TAIR10	Chr3	23037094	23037797	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT2G35635.TAIR10	Chr2	14980970	14982116	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT5G37640.TAIR10	Chr5	14952782	14953750	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT1G23410.TAIR10	Chr1	8314924	8315531	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT1G65350.TAIR10	Chr1	24272518	24277275	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT1G55060.TAIR10	Chr1	20549533	20550225	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT2G47110.TAIR10	Chr2	19344635	19345345	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT4G05320.TAIR10	Chr4	2718170	2720308	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT4G02890.TAIR10	Chr4	1278530	1280028	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT4G05050.TAIR10	Chr4	2588004	2589139	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT3G52590.TAIR10	Chr3	19505629	19506932	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT5G20620.TAIR10	Chr5	6973071	6974946	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT1G31340.TAIR10	Chr1	11217845	11219458	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT3G09790.TAIR10	Chr3	3003862	3006192	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT5G03240.TAIR10	Chr5	771725	773515	M
C3_07270C_A	Ca22chr3A_C_albicans_SC5314	1668585	1669274	N	2	AT2G36170.TAIR10	Chr2	15172094	15173280	M
C3_02830W_B	Ca22chr3B_C_albicans_SC5314	612046	615219	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C3_03300C_B	Ca22chr3B_C_albicans_SC5314	696901	698268	N	2	AT4G11430.TAIR10	Chr4	6952799	6954242	U
C3_04990W_B	Ca22chr3B_C_albicans_SC5314	1073060	1074292	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C3_05970C_B	Ca22chr3B_C_albicans_SC5314	1343308	1344924	N	2	AT3G17160.TAIR10	Chr3	5852152	5853080	M
C3_05970C_B	Ca22chr3B_C_albicans_SC5314	1343308	1344924	N	2	AT1G48400.TAIR10	Chr1	17882136	17883855	M
C3_07070C_B	Ca22chr3B_C_albicans_SC5314	1617533	1618630	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT3G62250.TAIR10	Chr3	23037094	23037797	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT2G35635.TAIR10	Chr2	14980970	14982116	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT5G37640.TAIR10	Chr5	14952782	14953750	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT1G23410.TAIR10	Chr1	8314924	8315531	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT1G65350.TAIR10	Chr1	24272518	24277275	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT1G55060.TAIR10	Chr1	20549533	20550225	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT2G47110.TAIR10	Chr2	19344635	19345345	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT4G05320.TAIR10	Chr4	2718170	2720308	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT4G02890.TAIR10	Chr4	1278530	1280028	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT4G05050.TAIR10	Chr4	2588004	2589139	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT3G52590.TAIR10	Chr3	19505629	19506932	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT5G20620.TAIR10	Chr5	6973071	6974946	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT1G31340.TAIR10	Chr1	11217845	11219458	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT3G09790.TAIR10	Chr3	3003862	3006192	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT5G03240.TAIR10	Chr5	771725	773515	M
C3_07270C_B	Ca22chr3B_C_albicans_SC5314	1668557	1669246	N	2	AT2G36170.TAIR10	Chr2	15172094	15173280	M
C4_01020C_A	Ca22chr4A_C_albicans_SC5314	202398	206000	N	2	AT3G22930.TAIR10	Chr3	8124083	8125931	U
C4_01260W_A	Ca22chr4A_C_albicans_SC5314	253002	254807	N	2	AT1G43850.TAIR10	Chr1	16617129	16622049	M
C4_01260W_A	Ca22chr4A_C_albicans_SC5314	253002	254807	N	2	AT1G55080.TAIR10	Chr1	20553011	20554254	M
C4_01260W_A	Ca22chr4A_C_albicans_SC5314	253002	254807	N	2	AT5G61270.TAIR10	Chr5	24638775	24640600	M
C4_01260W_A	Ca22chr4A_C_albicans_SC5314	253002	254807	N	2	AT4G17950.TAIR10	Chr4	9966990	9969232	M
C4_01260W_A	Ca22chr4A_C_albicans_SC5314	253002	254807	N	2	AT3G22930.TAIR10	Chr3	8124083	8125931	M
C4_01260W_A	Ca22chr4A_C_albicans_SC5314	253002	254807	N	2	AT4G32551.TAIR10	Chr4	15707481	15713662	M
C4_01260W_A	Ca22chr4A_C_albicans_SC5314	253002	254807	N	2	AT1G75340.TAIR10	Chr1	28268970	28271948	M
C4_01260W_A	Ca22chr4A_C_albicans_SC5314	253002	254807	N	2	AT5G49700.TAIR10	Chr5	20192599	20193429	M
C4_01290W_A	Ca22chr4A_C_albicans_SC5314	258895	261285	N	2	AT4G02810.TAIR10	Chr4	1256162	1257212	M
C4_01290W_A	Ca22chr4A_C_albicans_SC5314	258895	261285	N	2	AT5G03710.TAIR10	Chr5	971107	971627	M
C4_01290W_A	Ca22chr4A_C_albicans_SC5314	258895	261285	N	2	AT1G47300.TAIR10	Chr1	17339561	17340972	M
C4_01290W_A	Ca22chr4A_C_albicans_SC5314	258895	261285	N	2	AT5G55430.TAIR10	Chr5	22464589	22465218	M
C4_02530W_A	Ca22chr4A_C_albicans_SC5314	517316	520240	N	2	AT4G02810.TAIR10	Chr4	1256162	1257212	M
C4_02530W_A	Ca22chr4A_C_albicans_SC5314	517316	520240	N	2	AT5G03710.TAIR10	Chr5	971107	971627	M
C4_02530W_A	Ca22chr4A_C_albicans_SC5314	517316	520240	N	2	AT1G47300.TAIR10	Chr1	17339561	17340972	M
C4_02530W_A	Ca22chr4A_C_albicans_SC5314	517316	520240	N	2	AT5G55430.TAIR10	Chr5	22464589	22465218	M
C4_02900C_A	Ca22chr4A_C_albicans_SC5314	599268	600629	N	2	AT4G30460.TAIR10	Chr4	14888980	14889802	M
C4_02900C_A	Ca22chr4A_C_albicans_SC5314	599268	600629	N	2	AT5G26673.TAIR10	Chr5	9279309	9279611	M
C4_02900C_A	Ca22chr4A_C_albicans_SC5314	599268	600629	N	2	AT2G29125.TAIR10	Chr2	12523342	12524109	M
C4_02900C_A	Ca22chr4A_C_albicans_SC5314	599268	600629	N	2	AT4G30450.TAIR10	Chr4	14886027	14886675	M
C4_02940W_A	Ca22chr4A_C_albicans_SC5314	606493	608439	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C4_03440C_A	Ca22chr4A_C_albicans_SC5314	718927	721134	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C4_04100C_A	Ca22chr4A_C_albicans_SC5314	878813	879406	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C4_05160C_A	Ca22chr4A_C_albicans_SC5314	1117383	1118930	N	2	AT5G03710.TAIR10	Chr5	971107	971627	U
C4_05340W_A	Ca22chr4A_C_albicans_SC5314	1161917	1164274	N	2	AT1G29460.TAIR10	Chr1	10307507	10308143	U
C4_07180W_A	Ca22chr4A_C_albicans_SC5314	1585323	1585904	N	2	AT5G03240.TAIR10	Chr5	771725	773515	M
C4_07180W_A	Ca22chr4A_C_albicans_SC5314	1585323	1585904	N	2	AT1G65350.TAIR10	Chr1	24272518	24277275	M
C4_07180W_A	Ca22chr4A_C_albicans_SC5314	1585323	1585904	N	2	AT4G05320.TAIR10	Chr4	2718170	2720308	M
C4_07180W_A	Ca22chr4A_C_albicans_SC5314	1585323	1585904	N	2	AT4G02890.TAIR10	Chr4	1278530	1280028	M
C4_07180W_A	Ca22chr4A_C_albicans_SC5314	1585323	1585904	N	2	AT4G05050.TAIR10	Chr4	2588004	2589139	M
C4_07180W_A	Ca22chr4A_C_albicans_SC5314	1585323	1585904	N	2	AT5G20620.TAIR10	Chr5	6973071	6974946	M
C4_01020C_B	Ca22chr4B_C_albicans_SC5314	202426	206028	N	2	AT3G22930.TAIR10	Chr3	8124083	8125931	U
C4_01260W_B	Ca22chr4B_C_albicans_SC5314	253038	254849	N	2	AT1G43850.TAIR10	Chr1	16617129	16622049	M
C4_01260W_B	Ca22chr4B_C_albicans_SC5314	253038	254849	N	2	AT1G55080.TAIR10	Chr1	20553011	20554254	M
C4_01260W_B	Ca22chr4B_C_albicans_SC5314	253038	254849	N	2	AT5G61270.TAIR10	Chr5	24638775	24640600	M
C4_01260W_B	Ca22chr4B_C_albicans_SC5314	253038	254849	N	2	AT4G17950.TAIR10	Chr4	9966990	9969232	M
C4_01260W_B	Ca22chr4B_C_albicans_SC5314	253038	254849	N	2	AT3G22930.TAIR10	Chr3	8124083	8125931	M
